test_id,gene_id,symbol,locus,sample_1,sample_2,status,value_1,value_2,log2FoldChange,test_stat,pvalue,padj,sig_cufflinks
XLOC_032757,XLOC_032757,SLC38A11,chr2:165500628-166064771,Control,Dengue,OK,0.384089,0.157804,-1.28331,-0.0538855,0.56775,0.999963,no
XLOC_032758,XLOC_032758,SCN3A,chr2:165500628-166064771,Control,Dengue,OK,0.901367,0.47826,-0.914319,-0.110464,0.52225,0.999963,no
XLOC_032760,XLOC_032760,GALNT3,chr2:166596513-166702601,Control,Dengue,OK,10.7014,12.625,0.238478,0.111312,0.71095,0.999963,no
XLOC_032762,XLOC_032762,TTC21B,chr2:166703010-166810360,Control,Dengue,OK,11.0536,8.07925,-0.452228,-0.440607,0.1865,0.999963,no
XLOC_032766,XLOC_032766,SCN9A,chr2:166813908-167232503,Control,Dengue,OK,0.979119,0.748732,-0.387036,-0.221747,0.47535,0.999963,no
XLOC_032773,XLOC_032773,STK39,chr2:168801869-169104651,Control,Dengue,OK,11.8642,8.29372,-0.516528,-0.593208,0.09195,0.908378,no
XLOC_032777,XLOC_032777,CERS6-AS1,chr2:169312361-169769881,Control,Dengue,OK,0.749135,0.304475,-1.2989,-0.175589,0.26885,0.999963,no
XLOC_032778,XLOC_032778,SPC25,chr2:169312361-169769881,Control,Dengue,OK,1.56286,0.789055,-0.985992,-0.109495,0.7418,0.999963,no
XLOC_032782,XLOC_032782,FASTKD1,chr2:170386236-170430385,Control,Dengue,OK,7.31009,4.87075,-0.585745,-0.446242,0.1203,0.985704,no
XLOC_032787,XLOC_032787,METTL5,chr2:170648442-170681441,Control,Dengue,OK,10.442,9.44786,-0.144342,-0.0713023,0.83105,0.999963,no
XLOC_032788,XLOC_032788,AC092641.2,chr2:170683937-170942108,Control,Dengue,OK,0.86403,0.439839,-0.974105,-0.105338,0.8218,0.999963,no
XLOC_032796,XLOC_032796,TLK1,chr2:171843179-172087824,Control,Dengue,OK,36.7495,24.3745,-0.592349,-0.60955,0.06845,0.821354,no
XLOC_032797,XLOC_032797,METTL8,chr2:172171832-172341569,Control,Dengue,OK,7.93968,7.41077,-0.0994574,-0.0446224,0.89105,0.999963,no
XLOC_032798,XLOC_032798,AC008065.1,chr2:172171832-172341569,Control,Dengue,OK,0.341689,0.258456,-0.402763,-0.0602154,0.79845,0.999963,no
XLOC_032799,XLOC_032799,AC007969.5,chr2:172373779-172374226,Control,Dengue,OK,33.2407,38.9456,0.228509,0.38367,0.4721,0.999963,no
XLOC_032801,XLOC_032801,SLC25A12,chr2:172637049-172947158,Control,Dengue,OK,7.58113,5.61885,-0.432138,-0.274652,0.3707,0.999963,no
XLOC_032807,XLOC_032807,AC078883.3,chr2:173292081-173480177,Control,Dengue,OK,1.73285,1.53089,-0.178774,-0.023064,0.95585,0.999963,no
XLOC_032808,XLOC_032808,AC093818.1,chr2:173292081-173480177,Control,Dengue,OK,3.09739,2.40447,-0.365333,-0.0747617,0.8202,0.999963,no
XLOC_032813,XLOC_032813,MLK7-AS1,chr2:173940162-174146764,Control,Dengue,OK,1.43083,0.789629,-0.857601,-0.294816,0.39215,0.999963,no
XLOC_032821,XLOC_032821,SP3,chr2:174745592-174835001,Control,Dengue,OK,61.5322,61.3298,-0.00475328,-0.0050944,0.98825,0.999963,no
XLOC_032823,XLOC_032823,OLA1,chr2:174937174-175113426,Control,Dengue,OK,14.2552,11.4167,-0.320335,-0.234231,0.45315,0.999963,no
XLOC_032824,XLOC_032824,RN7SL65P,chr2:174937174-175113426,Control,Dengue,OK,0.411549,0.129959,-1.663,-0.100438,0.6022,0.999963,no
XLOC_032829,XLOC_032829,CIR1,chr2:175212632-175295184,Control,Dengue,OK,25.2938,26.174,0.0493482,0.0293485,0.9321,0.999963,no
XLOC_032830,XLOC_032830,GPR155,chr2:175295349-175351822,Control,Dengue,OK,5.74101,4.38871,-0.387508,-0.298878,0.2945,0.999963,no
XLOC_032831,XLOC_032831,WIPF1,chr2:175358526-175639555,Control,Dengue,OK,60.1544,60.4258,0.00649378,0.0037008,0.9918,0.999963,no
XLOC_032835,XLOC_032835,CHN1,chr2:175664090-175870097,Control,Dengue,OK,0.986667,1.01747,0.0443568,0.0223567,0.92,0.999963,no
XLOC_032838,XLOC_032838,ATF2,chr2:175932312-176033250,Control,Dengue,OK,21.6534,20.6427,-0.0689638,-0.074855,0.82735,0.999963,no
XLOC_032840,XLOC_032840,ATP5G3,chr2:176033530-176049335,Control,Dengue,OK,63.5526,57.6826,-0.139814,-0.184923,0.6369,0.999963,no
XLOC_032842,XLOC_032842,KIAA1715,chr2:176788385-176867567,Control,Dengue,OK,13.2319,11.5038,-0.20191,-0.178559,0.6563,0.999963,no
XLOC_032848,XLOC_032848,AC016739.2,chr2:177065635-177065980,Control,Dengue,OK,430.907,410.96,-0.068377,-0.165304,0.7903,0.999963,no
XLOC_032861,XLOC_032861,NFE2L2,chr2:177855235-178418698,Control,Dengue,OK,38.2655,42.0065,0.134569,0.0478369,0.8777,0.999963,no
XLOC_032863,XLOC_032863,TTC30B,chr2:177855235-178418698,Control,Dengue,OK,0.367381,0.433925,0.240165,0.0102857,0.84235,0.999963,no
XLOC_032868,XLOC_032868,PRKRA,chr2:179278385-179326117,Control,Dengue,OK,5.06365,6.16011,0.282779,0.134433,0.6693,0.999963,no
XLOC_032869,XLOC_032869,FKBP7,chr2:179328390-179343901,Control,Dengue,OK,0.453065,0.550131,0.280058,0.128528,0.63035,0.999963,no
XLOC_032870,XLOC_032870,"CCDC141,TTN",chr2:179385909-179915030,Control,Dengue,OK,8.1364,5.12171,-0.667765,-0.300801,0.31325,0.999963,no
XLOC_032872,XLOC_032872,SESTD1,chr2:179965260-180130866,Control,Dengue,OK,27.9777,25.2553,-0.147691,-0.0918231,0.79815,0.999963,no
XLOC_032878,XLOC_032878,CWC22,chr2:180808408-180872162,Control,Dengue,OK,8.58305,6.8761,-0.3199,-0.367245,0.3007,0.999963,no
XLOC_032882,XLOC_032882,FTH1P20,chr2:181436438-181781666,Control,Dengue,OK,7.23308,8.70636,0.26746,0.260174,0.5224,0.999963,no
XLOC_032888,XLOC_032888,"CERKL,NEUROD1",chr2:182321043-182545603,Control,Dengue,OK,8.71758,6.42063,-0.441213,-0.111008,0.7293,0.999963,no
XLOC_032895,XLOC_032895,NCKAP1,chr2:183773842-183903642,Control,Dengue,OK,5.54354,3.1923,-0.796213,-0.581332,0.0489,0.718441,no
XLOC_032900,XLOC_032900,CACYBPP2,chr2:184472169-184472847,Control,Dengue,OK,25.8702,15.6141,-0.728443,-0.972899,0.0394,0.65752,no
XLOC_032902,XLOC_032902,ZNF804A,chr2:185456408-185804219,Control,Dengue,OK,0.748152,0.627087,-0.688226,-0.339696,0.0262,0.558776,no
XLOC_032907,XLOC_032907,RPL21P32,chr2:186818739-186821951,Control,Dengue,OK,0.610646,0.22068,-1.46838,-0.582324,0.07705,0.852408,no
XLOC_032908,XLOC_032908,LINC01473,chr2:186895381-187045655,Control,Dengue,OK,1.93008,1.29911,-0.571132,-0.271894,0.42715,0.999963,no
XLOC_032909,XLOC_032909,AC104058.1,chr2:186895381-187045655,Control,Dengue,OK,0.812288,0.549903,-0.562815,-0.125109,0.61495,0.999963,no
XLOC_032911,XLOC_032911,RP11-410E4.1,chr2:187215591-187235718,Control,Dengue,OK,0.364903,0.203987,-0.839039,-0.525084,0.0398,0.660464,no
XLOC_032912,XLOC_032912,ZC3H15,chr2:187317324-187399343,Control,Dengue,OK,1.71048,2.0347,0.250419,0.0528802,0.9097,0.999963,no
XLOC_032913,XLOC_032913,DPRXP1,chr2:187317324-187399343,Control,Dengue,OK,2.02275,1.44823,-0.48202,-0.0862256,0.8956,0.999963,no
XLOC_032915,XLOC_032915,AC017101.10,chr2:187454688-187630692,Control,Dengue,OK,0.986664,0.696738,-0.501943,-0.0876604,0.8803,0.999963,no
XLOC_032920,XLOC_032920,CALCRL,chr2:187866602-188430487,Control,Dengue,OK,1.88172,1.36475,-0.463417,-0.133639,0.59425,0.999963,no
XLOC_032921,XLOC_032921,TFPI,chr2:187866602-188430487,Control,Dengue,OK,9.18616,5.5905,-0.716485,-0.50505,0.1246,0.998772,no
XLOC_032927,XLOC_032927,COL5A2,chr2:189896621-190306017,Control,Dengue,OK,0.420718,0.334604,-0.330399,-0.116886,0.6534,0.999963,no
XLOC_032932,XLOC_032932,SLC40A1,chr2:190425304-190448484,Control,Dengue,OK,28.1073,18.3808,-0.612745,-0.636168,0.03715,0.645499,no
XLOC_032934,XLOC_032934,OSGEPL1,chr2:190539015-190742664,Control,Dengue,OK,2.83302,2.01316,-0.492881,-0.118111,0.6996,0.999963,no
XLOC_032935,XLOC_032935,ORMDL1,chr2:190539015-190742664,Control,Dengue,OK,34.7614,29.3658,-0.243351,-0.16518,0.58175,0.999963,no
XLOC_032940,XLOC_032940,HIBCH,chr2:190744334-191236514,Control,Dengue,OK,7.8841,5.43757,-0.535983,-0.129521,0.64495,0.999963,no
XLOC_032941,XLOC_032941,RP11-647K16.1,chr2:191270884-191432828,Control,Dengue,OK,2.00845,0.990408,-1.01999,-0.113367,0.47695,0.999963,no
XLOC_032942,XLOC_032942,NEMP2,chr2:191270884-191432828,Control,Dengue,OK,5.70441,3.53141,-0.691833,-0.177766,0.47915,0.999963,no
XLOC_032944,XLOC_032944,NAB1,chr2:191491429-191573442,Control,Dengue,OK,0.429591,0.679231,0.660937,0.0583572,0.87205,0.999963,no
XLOC_032945,XLOC_032945,AC006460.2,chr2:191491429-191573442,Control,Dengue,OK,1.33656,1.34566,0.00978901,0.00297007,0.9893,0.999963,no
XLOC_032946,XLOC_032946,AC005540.3,chr2:191743254-192016680,Control,Dengue,OK,1.62935,2.6865,0.721437,0.014548,0.4529,0.999963,no
XLOC_032947,XLOC_032947,"STAT1,STAT4",chr2:191743254-192016680,Control,Dengue,OK,272.759,314.92,0.207358,0.108236,0.73245,0.999963,no
XLOC_032948,XLOC_032948,AC067945.3,chr2:191743254-192016680,Control,Dengue,OK,0.232745,0.417411,0.842717,0.00575684,0.04255,0.679994,no
XLOC_032951,XLOC_032951,SDPR,chr2:192699027-193060435,Control,Dengue,OK,164.3,94.4963,-0.798002,-1.05071,0.0071,0.294003,no
XLOC_032966,XLOC_032966,DNAH7,chr2:196440700-196933536,Control,Dengue,OK,0.575318,0.228832,-1.33007,-0.15313,0.4433,0.999963,no
XLOC_032969,XLOC_032969,STK17B,chr2:196988484-197041549,Control,Dengue,OK,189.199,175.948,-0.104756,-0.120355,0.7688,0.999963,no
XLOC_032971,XLOC_032971,HECW2,chr2:197059093-197458416,Control,Dengue,OK,0.730185,1.66607,1.19012,0.453357,0.33095,0.999963,no
XLOC_032975,XLOC_032975,GTF3C3,chr2:197504277-197664498,Control,Dengue,OK,14.9574,10.2656,-0.54304,-0.365006,0.2484,0.999963,no
XLOC_032978,XLOC_032978,PGAP1,chr2:197697687-197792520,Control,Dengue,OK,5.10321,7.73195,0.599429,0.315287,0.2106,0.999963,no
XLOC_032979,XLOC_032979,ANKRD44,chr2:197831740-198175897,Control,Dengue,OK,84.9616,68.5432,-0.309796,-0.188479,0.45295,0.999963,no
XLOC_032980,XLOC_032980,AC017035.2,chr2:197831740-198175897,Control,Dengue,OK,2.71535,1.93167,-0.491294,-0.0530841,0.9139,0.999963,no
XLOC_032981,XLOC_032981,ANKRD44-IT1,chr2:197831740-198175897,Control,Dengue,OK,1.95407,1.66913,-0.227392,-0.0208787,0.9395,0.999963,no
XLOC_032982,XLOC_032982,NPM1P46,chr2:198244424-198245616,Control,Dengue,OK,1.13344,0.704164,-0.686724,-0.534114,0.228,0.999963,no
XLOC_032983,XLOC_032983,SF3B1,chr2:198254507-198301509,Control,Dengue,OK,223.367,157.186,-0.506943,-0.451973,0.2227,0.999963,no
XLOC_032984,XLOC_032984,HSPD1,chr2:198316798-198422625,Control,Dengue,OK,35.9701,35.1896,-0.0316493,-0.0146138,0.9621,0.999963,no
XLOC_032992,XLOC_032992,SATB2,chr2:200134222-200341658,Control,Dengue,OK,0.391721,0.60781,0.633792,0.317459,0.30955,0.999963,no
XLOC_032993,XLOC_032993,FTCDNL1,chr2:200625266-200715906,Control,Dengue,OK,0.982715,0.894632,-0.135478,-0.0833698,0.79035,0.999963,no
XLOC_032996,XLOC_032996,TYW5,chr2:200732118-200873263,Control,Dengue,OK,3.6196,3.47742,-0.0578135,-0.0288113,0.92305,0.999963,no
XLOC_032997,XLOC_032997,KCTD18,chr2:201352661-201448620,Control,Dengue,OK,4.89757,4.88491,-0.00373448,-0.00325378,0.99345,0.999963,no
XLOC_032998,XLOC_032998,AC007163.3,chr2:201542955-201694535,Control,Dengue,OK,0.430541,0.351677,-0.2919,-0.0323693,0.93575,0.999963,no
XLOC_033001,XLOC_033001,CLK1,chr2:201713745-201730342,Control,Dengue,OK,111.808,120.353,0.106239,0.0915548,0.77085,0.999963,no
XLOC_033003,XLOC_033003,PPIL3,chr2:201735629-201769788,Control,Dengue,OK,12.0638,10.8204,-0.15693,-0.100816,0.7523,0.999963,no
XLOC_033004,XLOC_033004,ORC2,chr2:201773449-201950473,Control,Dengue,OK,8.8079,7.30377,-0.270157,-0.0977494,0.76855,0.999963,no
XLOC_033005,XLOC_033005,FAM126B,chr2:201773449-201950473,Control,Dengue,OK,13.2601,12.1793,-0.122665,-0.0516001,0.8471,0.999963,no
XLOC_033006,XLOC_033006,"AC007272.3,AC007283.4,CFLAR-AS1,IMPDH1P10",chr2:201964163-202041783,Control,Dengue,OK,5.231,12.2934,1.23272,0.217733,0.2435,0.999963,no
XLOC_033007,XLOC_033007,MTND5P25,chr2:202047508-202094129,Control,Dengue,OK,0.867702,0.494807,-0.810335,-0.105879,0.825,0.999963,no
XLOC_033008,XLOC_033008,"MTND4LP13,MTND4P23",chr2:202047508-202094129,Control,Dengue,OK,1.61175,1.33121,-0.275893,-0.0527012,0.9258,0.999963,no
XLOC_033010,XLOC_033010,"ALS2CR12,TRAK2",chr2:202098165-202345866,Control,Dengue,OK,14.077,17.6395,0.325468,0.140881,0.58755,0.999963,no
XLOC_033011,XLOC_033011,AC007256.5,chr2:202098165-202345866,Control,Dengue,OK,0.852015,0.779145,-0.128987,-0.0155797,0.96625,0.999963,no
XLOC_033012,XLOC_033012,ALS2CR11,chr2:202352147-202483901,Control,Dengue,OK,0.402472,0.0693001,-2.53796,-0.585283,5e-05,0.0138461,yes
XLOC_033013,XLOC_033013,TMEM237,chr2:202484906-202508293,Control,Dengue,OK,1.76192,1.59471,-0.143852,-0.104859,0.77265,0.999963,no
XLOC_033015,XLOC_033015,ALS2,chr2:202565276-202645912,Control,Dengue,OK,3.27902,3.86985,0.23901,0.181047,0.58065,0.999963,no
XLOC_033020,XLOC_033020,DAZAP2P1,chr2:203066106-203066609,Control,Dengue,OK,1.66493,2.31043,0.472699,0.445748,0.39905,0.999963,no
XLOC_033021,XLOC_033021,SUMO1,chr2:203070857-203103331,Control,Dengue,OK,28.1213,32.153,0.19329,0.184666,0.5228,0.999963,no
XLOC_033029,XLOC_033029,ICA1L,chr2:203498592-203736708,Control,Dengue,OK,6.40488,3.8329,-0.740737,-0.133679,0.42435,0.999963,no
XLOC_033031,XLOC_033031,WDR12,chr2:203739039-204091101,Control,Dengue,OK,8.60512,6.26012,-0.459006,-0.0934213,0.7963,0.999963,no
XLOC_033033,XLOC_033033,AC023271.1,chr2:203739039-204091101,Control,Dengue,OK,0.521024,0.334438,-0.639611,-0.0421125,0.8352,0.999963,no
XLOC_033037,XLOC_033037,RAPH1,chr2:204189782-204400133,Control,Dengue,OK,2.42565,2.63036,0.116892,0.0424226,0.89625,0.999963,no
XLOC_033042,XLOC_033042,ICOS,chr2:204797159-204827216,Control,Dengue,OK,3.62128,2.12185,-0.77118,-0.487685,0.2156,0.999963,no
XLOC_033047,XLOC_033047,"INO80D,NDUFS1",chr2:206854308-207028839,Control,Dengue,OK,33.3932,30.3701,-0.136899,-0.111769,0.73245,0.999963,no
XLOC_033053,XLOC_033053,AC017081.2,chr2:207274810-207275633,Control,Dengue,OK,0.634551,0.553683,-0.196676,-0.142951,0.7491,0.999963,no
XLOC_033056,XLOC_033056,DYTN,chr2:207516344-207583120,Control,Dengue,OK,1.06008,0.914152,-0.213663,-0.127923,0.68305,0.999963,no
XLOC_033060,XLOC_033060,KLF7,chr2:207938165-208034071,Control,Dengue,OK,15.746,16.1419,0.0358213,0.0205146,0.94505,0.999963,no
XLOC_033061,XLOC_033061,"AC007879.2,AC007879.3",chr2:208038357-208102599,Control,Dengue,OK,0.386542,0.289309,-0.418013,-0.121066,0.64425,0.999963,no
XLOC_033062,XLOC_033062,AC007879.5,chr2:208104373-208491119,Control,Dengue,OK,0.601725,0.773322,0.361966,0.0397344,0.84605,0.999963,no
XLOC_033064,XLOC_033064,METTL21A,chr2:208104373-208491119,Control,Dengue,OK,8.24006,7.63663,-0.109719,-0.0445278,0.89655,0.999963,no
XLOC_033067,XLOC_033067,FZD5,chr2:208572279-208634287,Control,Dengue,OK,0.249339,0.417725,0.744446,0.243971,0.47705,0.999963,no
XLOC_033068,XLOC_033068,PLEKHM3,chr2:208685835-208890706,Control,Dengue,OK,6.16654,7.64446,0.309953,0.385094,0.3178,0.999963,no
XLOC_033083,XLOC_033083,IDH1,chr2:209100950-209130798,Control,Dengue,OK,17.3451,20.1094,0.213347,0.268167,0.49115,0.999963,no
XLOC_033084,XLOC_033084,PIKFYVE,chr2:209130920-209223922,Control,Dengue,OK,0.666649,0.766955,0.202215,0.0210252,0.94985,0.999963,no
XLOC_033085,XLOC_033085,MYL6BP1,chr2:209130920-209223922,Control,Dengue,OK,0.532282,0.366384,-0.538834,-0.04806,0.7347,0.999963,no
XLOC_033086,XLOC_033086,PIKFYVE,chr2:209130920-209223922,Control,Dengue,OK,2.22417,1.32794,-0.744077,-0.205148,0.4923,0.999963,no
XLOC_033093,XLOC_033093,KANSL1L,chr2:210867288-211036115,Control,Dengue,OK,10.1743,9.82629,-0.050204,-0.0264364,0.932,0.999963,no
XLOC_033096,XLOC_033096,LANCL1,chr2:211189482-211342376,Control,Dengue,OK,6.07739,4.05418,-0.584043,-0.638894,0.08535,0.891353,no
XLOC_033100,XLOC_033100,IKZF2,chr2:213446080-214019049,Control,Dengue,OK,14.018,12.9778,-0.111241,-0.0570576,0.84395,0.999963,no
XLOC_033107,XLOC_033107,BARD1,chr2:215589008-215674441,Control,Dengue,OK,16.8433,13.466,-0.322856,-0.320148,0.3329,0.999963,no
XLOC_033109,XLOC_033109,FN1,chr2:216176539-216300895,Control,Dengue,OK,1.52306,1.02259,-0.574739,-0.172758,0.51835,0.999963,no
XLOC_033116,XLOC_033116,"MREG,PECR",chr2:216807352-216967506,Control,Dengue,OK,7.28862,4.73509,-0.622254,-0.54711,0.1254,0.999963,no
XLOC_033118,XLOC_033118,XRCC5,chr2:216972186-217085624,Control,Dengue,OK,1.86672,1.4873,-0.327803,-0.205252,0.59615,0.999963,no
XLOC_033119,XLOC_033119,POLHP1,chr2:216972186-217085624,Control,Dengue,OK,1.09639,1.11394,0.0229161,0.00139306,0.60955,0.999963,no
XLOC_033120,XLOC_033120,AC012513.4,chr2:216972186-217085624,Control,Dengue,OK,0.524168,0.330857,-0.663823,-0.0358216,0.64085,0.999963,no
XLOC_033121,XLOC_033121,XRCC5,chr2:216972186-217085624,Control,Dengue,OK,1.38799,0.812726,-0.772154,-0.271658,0.3974,0.999963,no
XLOC_033124,XLOC_033124,"AC098820.3,AC098820.4",chr2:217250010-217443903,Control,Dengue,OK,0.498762,0.530987,0.0903237,0.00427043,0.97525,0.999963,no
XLOC_033135,XLOC_033135,DIRC3,chr2:218147461-218647269,Control,Dengue,OK,0.565854,0.850392,0.587698,0.296089,0.3621,0.999963,no
XLOC_033136,XLOC_033136,RPL7L1P9,chr2:218147461-218647269,Control,Dengue,OK,0.444928,0.515109,0.211306,0.0624334,0.8373,0.999963,no
XLOC_033137,XLOC_033137,TNS1,chr2:218664400-218955511,Control,Dengue,OK,1.68664,8.33062,2.30427,0.523243,0.0566,0.757073,no
XLOC_033138,XLOC_033138,CXCR2P1,chr2:218664400-218955511,Control,Dengue,OK,37.4402,82.8036,1.14511,1.18742,0.0018,0.129155,no
XLOC_033139,XLOC_033139,CXCR1,chr2:219009586-219031850,Control,Dengue,OK,4.81582,26.6235,2.46685,2.30526,5e-05,0.0138461,yes
XLOC_033141,XLOC_033141,AAMP,chr2:219124218-219135068,Control,Dengue,OK,18.7746,21.9693,0.226705,0.246807,0.56945,0.999963,no
XLOC_033142,XLOC_033142,TMBIM1,chr2:219135110-219237976,Control,Dengue,OK,42.7729,61.3868,0.52123,0.463494,0.1933,0.999963,no
XLOC_033143,XLOC_033143,CATIP-AS2,chr2:219135110-219237976,Control,Dengue,OK,0.255054,0.836774,1.71403,0.148985,0.72385,0.999963,no
XLOC_033144,XLOC_033144,CATIP-AS1,chr2:219135110-219237976,Control,Dengue,OK,2.34989,2.73939,0.221264,0.0512745,0.85405,0.999963,no
XLOC_033145,XLOC_033145,RP11-378A13.2,chr2:219245572-219273917,Control,Dengue,OK,3.95385,4.31576,0.126354,0.0230995,0.8464,0.999963,no
XLOC_033146,XLOC_033146,USP37,chr2:219283814-219433120,Control,Dengue,OK,6.27222,5.66278,-0.147464,-0.0966629,0.7641,0.999963,no
XLOC_033149,XLOC_033149,ZNF142,chr2:219472487-219528372,Control,Dengue,OK,2.3363,3.22792,0.46638,0.250662,0.4413,0.999963,no
XLOC_033150,XLOC_033150,RNF25,chr2:219528408-219567439,Control,Dengue,OK,5.0791,8.68978,0.774746,0.603955,0.1463,0.999963,no
XLOC_033163,XLOC_033163,"NHEJ1,RP11-33O4.2,SLC23A3",chr2:219935210-220035549,Control,Dengue,OK,5.95989,5.72526,-0.0579435,-0.0500477,0.87955,0.999963,no
XLOC_033164,XLOC_033164,CNPPD1,chr2:220036618-220050883,Control,Dengue,OK,13.9297,23.3048,0.742463,0.679647,0.083,0.880844,no
XLOC_033165,XLOC_033165,"ABCB6,ATG9A,GLB1L",chr2:220059958-220151878,Control,Dengue,OK,5.98752,9.43475,0.656025,0.187612,0.5374,0.999963,no
XLOC_033166,XLOC_033166,TUBA4A,chr2:220059958-220151878,Control,Dengue,OK,44.2415,41.4501,-0.0940255,-0.0691447,0.86675,0.999963,no
XLOC_033167,XLOC_033167,PTPRN,chr2:220154344-220174370,Control,Dengue,OK,1.05727,0.844949,-0.323408,-0.163549,0.5124,0.999963,no
XLOC_033171,XLOC_033171,DNPEP,chr2:220236287-220268355,Control,Dengue,OK,13.0001,17.0552,0.391692,0.395188,0.2865,0.999963,no
XLOC_033175,XLOC_033175,CHPF,chr2:220403583-220415317,Control,Dengue,OK,1.47032,1.68501,0.196632,0.154635,0.6859,0.999963,no
XLOC_033186,XLOC_033186,EPHA4,chr2:222282590-222439174,Control,Dengue,OK,5.10373,3.46101,-0.56036,-0.307873,0.3092,0.999963,no
XLOC_033195,XLOC_033195,FARSB,chr2:223431267-223521056,Control,Dengue,OK,8.10726,5.9751,-0.440251,-0.429647,0.2027,0.999963,no
XLOC_033199,XLOC_033199,ATG12P2,chr2:223725555-223811673,Control,Dengue,OK,0.977789,1.27778,0.38604,0.0511242,0.91,0.999963,no
XLOC_033200,XLOC_033200,AC097461.4,chr2:223725555-223811673,Control,Dengue,OK,0.688115,0.636363,-0.112799,-0.00963883,0.92765,0.999963,no
XLOC_033206,XLOC_033206,"AP1S3,WDFY1",chr2:224616402-224810846,Control,Dengue,OK,44.4952,58.5671,0.396443,0.359017,0.29365,0.999963,no
XLOC_033208,XLOC_033208,SERPINE2,chr2:224839793-224904036,Control,Dengue,OK,2.14309,1.86399,-0.201295,-0.150837,0.6298,0.999963,no
XLOC_033210,XLOC_033210,FAM124B,chr2:225243414-225266802,Control,Dengue,OK,0.361618,0.471725,0.383478,0.260703,0.4833,0.999963,no
XLOC_033211,XLOC_033211,CUL3,chr2:225329398-225450131,Control,Dengue,OK,25.1954,22.2159,-0.181569,-0.0841692,0.7847,0.999963,no
XLOC_033212,XLOC_033212,AC073052.1,chr2:225329398-225450131,Control,Dengue,OK,4.83247,4.03814,-0.259071,-0.0365367,0.9378,0.999963,no
XLOC_033213,XLOC_033213,DOCK10,chr2:225629806-225907162,Control,Dengue,OK,50.9887,35.2054,-0.534378,-0.45142,0.227,0.999963,no
XLOC_033218,XLOC_033218,IRS1,chr2:227596032-227664475,Control,Dengue,OK,0.846004,0.828835,-0.0295798,-0.0160108,0.94855,0.999963,no
XLOC_033219,XLOC_033219,SNORA48,chr2:227700098-227865793,Control,Dengue,OK,1.51815,1.13914,-0.414365,-0.0805006,0.8502,0.999963,no
XLOC_033220,XLOC_033220,COL4A4,chr2:227866913-228028829,Control,Dengue,OK,0.42166,0.274129,-0.621226,-0.543958,0.16585,0.999963,no
XLOC_033235,XLOC_033235,PID1,chr2:229715241-230136033,Control,Dengue,OK,12.7515,6.81967,-0.902895,-0.305528,0.263,0.999963,no
XLOC_033236,XLOC_033236,DNER,chr2:230222344-230579274,Control,Dengue,OK,1.45426,0.479513,-1.60064,-1.25562,0.0006,0.07185,no
XLOC_033237,XLOC_033237,TRIP12,chr2:230621725-230877825,Control,Dengue,OK,82.9316,74.1378,-0.161713,-0.119061,0.74335,0.999963,no
XLOC_033241,XLOC_033241,SP110,chr2:230986085-231177930,Control,Dengue,OK,40.4117,76.4794,0.920298,0.694695,0.08675,0.894388,no
XLOC_033244,XLOC_033244,TPM3P8,chr2:231191885-231444721,Control,Dengue,OK,3.24645,3.55372,0.130471,0.0165755,0.967,0.999963,no
XLOC_033246,XLOC_033246,BANF1P3,chr2:231577559-231685994,Control,Dengue,OK,1.54174,1.89243,0.295681,0.0368092,0.6799,0.999963,no
XLOC_033247,XLOC_033247,GPR55,chr2:231771781-231825781,Control,Dengue,OK,1.1754,1.08782,-0.111714,-0.0672753,0.85745,0.999963,no
XLOC_033249,XLOC_033249,HTR2B,chr2:231921577-232037541,Control,Dengue,OK,1.56912,1.41156,-0.152664,-0.0448869,0.91555,0.999963,no
XLOC_033250,XLOC_033250,ZBTB8OSP2,chr2:232290865-232348352,Control,Dengue,OK,0.949982,0.597782,-0.668281,-0.0623106,0.81015,0.999963,no
XLOC_033252,XLOC_033252,NCL,chr2:232290865-232348352,Control,Dengue,OK,52.0402,49.5144,-0.0717776,-0.0796349,0.854,0.999963,no
XLOC_033253,XLOC_033253,SNORA75,chr2:232290865-232348352,Control,Dengue,OK,74.7528,131.948,0.819768,1.5603,0.81695,0.999963,no
XLOC_033259,XLOC_033259,NMUR1,chr2:232382946-232395293,Control,Dengue,OK,0.977807,1.45728,0.575653,0.541765,0.15305,0.999963,no
XLOC_033262,XLOC_033262,PDE6D,chr2:232597134-232673964,Control,Dengue,OK,10.6212,11.8025,0.152146,0.147216,0.71825,0.999963,no
XLOC_033263,XLOC_033263,RP11-690I21.1,chr2:232597134-232673964,Control,Dengue,OK,0.796164,0.604277,-0.397855,-0.0487255,0.8951,0.999963,no
XLOC_033274,XLOC_033274,TIGD1,chr2:233404436-233547491,Control,Dengue,OK,1.76962,1.811,0.0333457,0.0120315,0.97315,0.999963,no
XLOC_033276,XLOC_033276,EEF1B2P7,chr2:233562008-233880595,Control,Dengue,OK,0.604726,0.455215,-0.409733,-0.0449076,0.8795,0.999963,no
XLOC_033277,XLOC_033277,KCNJ13,chr2:233562008-233880595,Control,Dengue,OK,3.60182,1.73465,-1.05408,-0.279712,0.31305,0.999963,no
XLOC_033281,XLOC_033281,USP40,chr2:234383890-234475428,Control,Dengue,OK,4.58771,3.79227,-0.274714,-0.172069,0.59705,0.999963,no
